Rhinolophus hipposideros,0.547,0.547,0.0375,0.0644,,39e63cbb-0a71-4109-82bf-d83eee967837
Rhinolophus hipposideros,0.562,0.562,0.2785,0.3111,,ca7bccd6-e652-45d4-b988-fe2969bd7c31
Rhinolophus hipposideros,0.511,0.511,0.4755,0.5121,,9bc93593-415e-4768-b1b5-9b3f65d29c42
Rhinolophus hipposideros,0.501,0.501,0.5575,0.5867,,49a4697c-9fac-4b1a-8ce0-3c45e0bc7343
Rhinolophus hipposideros,0.557,0.557,1.5415,1.5707,,7dd785f8-4223-4970-bf57-6d0f53b85573
Pipistrellus pipistrellus,0.711,0.753,0.0455,0.0511,,c4463117-3376-46dd-bdfc-e7dd8ae5ea8c
Pipistrellus pipistrellus,0.666,0.806,0.1065,0.1137,,14264e4e-795e-4fc3-b4df-17dd1f25a473
Pipistrellus pipistrellus,0.635,0.772,0.1955,0.2028,,1913ded6-bd7c-493c-a5d5-c6067512991d
Pipistrellus pipistrellus,0.69,0.807,0.2755,0.2826,,62b79e00-0adb-410b-b4ba-b7105e6cd5dd
Pipistrellus pipistrellus,0.711,0.788,0.3725,0.3801,,c66cc3e1-d3b1-4a1c-9516-6b47f0e58fc4
Pipistrellus pipistrellus,0.741,0.819,0.4565,0.4629,,52858b80-33e5-43c9-a333-903b4d5fcb5c
Pipistrellus pipistrellus,0.431,0.634,0.5545,0.5629,,47ca750d-7cf1-4c3f-82dd-c4f63d5464b5
Pipistrellus pipistrellus,0.533,0.714,0.6525,0.6611,,b846a59e-28ba-4dd1-84c1-86051e45e9ab
Pipistrellus pipistrellus,0.628,0.721,0.8325,0.8402,,cb220655-55f5-4b68-a17e-b2d38061bf5d
Pipistrellus pipistrellus,0.478,0.615,0.9315,0.9398,,9142e67f-64f3-491a-98b0-6e30106fcd43
Pipistrellus pipistrellus,0.629,0.723,1.0325,1.0399,,c0a33321-9920-443b-b537-27b601b58144
Pipistrellus pipistrellus,0.545,0.677,1.2175,1.2263,,e21dfe00-adea-4fbe-b534-778a851c665f
Pipistrellus pipistrellus,0.598,0.649,1.3205,1.3291,,4ed01367-8c03-4833-8a80-abc7743acfd7
Pipistrellus pipistrellus,0.477,0.61,1.4205,1.4287,,bccfe3f2-0cd6-4bd6-ac33-112d9c837308
Pipistrellus pipistrellus,0.52,0.627,1.6065,1.6149,,17e67854-5bb3-4ea8-a78a-7989a2a616c6
Pipistrellus pipistrellus,0.463,0.507,1.9955,2.0062,,ea6a3b4a-9a44-4b5f-a549-11e01ce7656e
Pipistrellus pipistrellus,0.376,0.512,2.2705,2.2823,,f874abaf-820d-4f33-9757-8c6874306720
Rhinolophus hipposideros,0.522,0.522,0.6935,0.731,,1c92e458-f992-4e10-ad6a-7afdf7b75936
Rhinolophus hipposideros,0.503,0.503,0.7755,0.8138,,308a7660-8467-408c-8ef7-2e9aa92e0f56
Rhinolophus hipposideros,0.666,0.666,0.8525,0.8947,,fd6e56ac-0f3d-4495-a53b-35c880763247
Rhinolophus hipposideros,0.523,0.523,0.9345,0.9702,,a8087402-9749-45e5-bd7a-307e75b48d5f
Rhinolophus hipposideros,0.553,0.553,1.0165,1.0536,,9f1400f0-63ee-41e9-9762-381a0955286f
Rhinolophus hipposideros,0.563,0.563,1.0885,1.125,,57860443-ee3e-4c24-9fcf-23ac47bf71d9
Rhinolophus hipposideros,0.609,0.609,1.1645,1.2085,,c7d7c846-b3a3-4fb8-a5fd-eaa4c8c8a9e9
Rhinolophus hipposideros,0.512,0.512,2.0125,2.0517,,6c0ab712-ef95-4156-a603-0aa3fed152c1
Rhinolophus hipposideros,0.519,0.519,0.1755,0.2063,,29d6418f-49a2-4d22-a6ee-8b9e34c7233a
Rhinolophus hipposideros,0.56,0.56,0.2015,0.2325,,7effce25-91b2-41bc-85c8-8938a9cdd70e
Rhinolophus hipposideros,0.531,0.531,0.2395,0.2761,,e71300e2-d0ed-4b5b-9cf8-be9466b3a009
Rhinolophus hipposideros,0.62,0.62,0.2985,0.3319,,87ad79ca-0c07-4b82-82de-5b2874289c5d
Rhinolophus hipposideros,0.542,0.542,0.3175,0.3401,,cf97efd0-b46d-4423-ac77-866de27a5107
Rhinolophus hipposideros,0.52,0.521,0.3385,0.3558,,35646b35-ae38-4745-90c7-6f35fdbf7d7c
Rhinolophus hipposideros,0.522,0.522,0.3815,0.4158,,eb5a0d1a-4c5d-401f-bbc9-b55a53c19ee0
Rhinolophus hipposideros,0.597,0.597,0.5425,0.5773,,11d5c1c8-0379-4256-923c-7b4b95800834
Rhinolophus hipposideros,0.639,0.639,0.6255,0.6608,,ca1ff5ac-775c-47ee-846a-7b0477fa0e5a
Rhinolophus hipposideros,0.61,0.61,0.6505,0.672,,2404e417-8d27-451c-b637-c410e60af77f
Rhinolophus hipposideros,0.619,0.619,0.7035,0.743,,d5f09e1e-66f2-44a8-b12e-69810c4926d4
Rhinolophus hipposideros,0.517,0.517,0.8015,0.8379,,10c579b3-d1e2-4868-8e9b-ff46c96f5779
Rhinolophus hipposideros,0.557,0.557,0.8915,0.9256,,a6160463-5cf2-4482-935f-3dc6769da26b
Rhinolophus hipposideros,0.556,0.557,0.9335,0.9543,,c833034f-b02a-42fa-ab1b-5e087e217414
Rhinolophus hipposideros,0.604,0.604,1.0055,1.0347,,bb181dd0-b48b-45cb-9f10-a29ff7cf7ca3
Rhinolophus hipposideros,0.571,0.571,1.1245,1.1569,,de53d39c-5fe6-41ac-a273-ac5f3335fd86
Rhinolophus hipposideros,0.578,0.578,1.2425,1.2762,,5ccd38e4-016b-4274-9ec9-a31cb9eb7fde
Rhinolophus hipposideros,0.593,0.593,1.3255,1.357,,4bdfb87e-29e5-4dab-84f4-688678d7fc51
Rhinolophus hipposideros,0.568,0.568,1.4175,1.4458,,77487753-0af0-46da-a6f6-5419576a3860
Rhinolophus hipposideros,0.621,0.621,1.5865,1.616,,b6b8ad61-55bf-4833-912e-386acd7baece
Rhinolophus hipposideros,0.61,0.61,1.7275,1.7541,,7fba4485-f234-40f0-bdee-dc6aefd76f6d
Rhinolophus hipposideros,0.553,0.554,1.8125,1.8416,,e1b028fa-b9bf-4c8c-9f37-fd2e2b1e6acf
Rhinolophus hipposideros,0.664,0.664,2.0045,2.0409,,17106c5f-9016-4b48-8024-e2386d14a6b6
Rhinolophus hipposideros,0.507,0.507,2.0365,2.0604,,91da35f9-6ce8-4e0a-9505-36248bccc4ec
Rhinolophus hipposideros,0.508,0.508,2.0705,2.0929,,fc6ba95d-dddc-4cfc-9674-94d286fa3694
Rhinolophus hipposideros,0.64,0.64,2.1325,2.1656,,60a6457d-06c4-4886-834b-3bd4523055d7
Rhinolophus hipposideros,0.616,0.616,2.2205,2.2548,,fb69ab60-2ae4-4bcd-95ea-e4e3ee67ed73
Rhinolophus hipposideros,0.704,0.704,2.5685,2.6042,,88fc38c3-ae40-40c0-97c6-21d9c3f8e801
Rhinolophus hipposideros,0.684,0.684,2.6725,2.7022,,b9ea3509-7e82-495c-b160-f4ea8479e699
Rhinolophus hipposideros,0.547,0.547,2.7655,2.8008,,223f9559-f49a-49bb-a45b-eed32e091ece
Rhinolophus hipposideros,0.502,0.502,2.8655,2.9004,,f926c123-6a73-4c4e-abd6-bf68b17c90bd
Rhinolophus hipposideros,0.653,0.654,2.9555,2.9856,,512f4b92-dd34-44ee-921d-e215f5f73996
