Pipistrellus pipistrellus,0.681,0.693,0.4365,0.4418,,2e86c65f-8bab-44e0-b20f-8f9a8d0847b9
Pipistrellus pipistrellus,0.693,0.703,0.5235,0.529,,11167a32-e829-4531-8c02-0b792587babe
Pipistrellus pipistrellus,0.667,0.709,0.6115,0.617,,3f7e8a57-cbac-4236-8e19-8c348b729323
Pipistrellus pipistrellus,0.712,0.736,0.7165,0.7224,,1f064773-8c22-4e8d-b5f8-330b8d220e03
Pipistrellus pipistrellus,0.753,0.784,0.8215,0.8281,,f38a17e7-0d0c-45d2-a019-72b82351ce51
Pipistrellus pipistrellus,0.765,0.789,0.9065,0.9127,,91d96b47-fe6b-4929-b6ef-415e0ccfa076
Pipistrellus pipistrellus,0.672,0.746,1.0005,1.0071,,ffc7b54f-fe49-4179-a3d4-51fc81911fc2
Pipistrellus pipistrellus,0.734,0.799,1.1945,1.2004,,abe30ba1-89d3-44a0-bddc-bf0b7647b57a
Pipistrellus pipistrellus,0.701,0.796,1.3105,1.3174,,3c717d14-6d4d-4d8f-b7be-e7d62c18332e
Pipistrellus pipistrellus,0.743,0.761,1.4075,1.4133,,064fe376-550a-40aa-b97f-129b77abcb8d
Pipistrellus pipistrellus,0.766,0.825,1.5035,1.5107,,08e11546-4fd8-40e2-b212-cc432fb4e0e4
Pipistrellus pipistrellus,0.646,0.696,1.5885,1.5944,,8eb0d13c-18f7-441c-9501-1a1fbb2f1dc1
Pipistrellus pipistrellus,0.679,0.79,1.7085,1.717,,db25b6a7-ab32-49ba-854e-07f80e1b4e9e
Pipistrellus pipistrellus,0.755,0.809,1.8135,1.8202,,c3d97c4a-7468-4f8a-88a3-b57ab1d4af5d
Pipistrellus pipistrellus,0.75,0.826,2.0335,2.0405,,dfffd616-42c5-4a12-a6b9-bf6e754eed7a
Pipistrellus pipistrellus,0.651,0.764,2.1285,2.1362,,7ce6b2d9-fa26-4ef7-bb2c-86805eb59153
Pipistrellus pipistrellus,0.783,0.791,2.2195,2.2257,,ac6e84ee-5b93-4e95-bd4c-dfa30a96d0c0
