Pipistrellus pygmaeus,0.688,0.695,0.0445,0.0516,,9a5cff50-5750-4241-982a-e5bb0497ae18
Pipistrellus pygmaeus,0.691,0.697,0.1245,0.1308,,0aecdf8d-4d79-4555-aef5-8cc4e7a7fdf0
Pipistrellus pygmaeus,0.627,0.631,0.2675,0.2734,,a1591e33-dc2d-4928-89b9-5242dd906c82
Pipistrellus pygmaeus,0.735,0.74,0.3475,0.3551,,0ce0e298-ab51-4aba-977f-f7b2ec6a73ec
Pipistrellus pygmaeus,0.67,0.674,0.4295,0.4367,,7d66847e-3986-4073-9825-e81bb3a6ce59
Pipistrellus pygmaeus,0.695,0.699,0.5135,0.521,,e821cca2-1f26-425d-9dc8-cbbef86c8775
Pipistrellus pygmaeus,0.64,0.646,0.5985,0.6087,,543c481e-0273-4018-b404-d3a73e9d41c9
Pipistrellus pygmaeus,0.625,0.63,0.6805,0.6873,,44cff161-f6b2-4199-806a-e8d8c1f3ebdd
Pipistrellus pygmaeus,0.596,0.6,0.7635,0.7703,,cef8afdd-443e-468f-b138-cbdfaddafab8
Pipistrellus pygmaeus,0.613,0.628,0.8445,0.8518,,fd83186e-d99f-4959-ba10-6b873c990c3e
Pipistrellus pygmaeus,0.659,0.668,0.9265,0.9324,,87cdb99f-a270-4b59-aaae-66fe69fcc1e9
Pipistrellus pygmaeus,0.634,0.64,1.0085,1.0148,,a8a53b26-263a-4011-8336-a1cfda5f8c77
Pipistrellus pygmaeus,0.657,0.665,1.0805,1.0862,,8df9f7b7-fc95-4ce1-9e70-9420732786df
Pipistrellus pygmaeus,0.653,0.667,1.1435,1.1498,,fa2bf1a4-860e-49cd-bff2-57c116768fa4
Pipistrellus pygmaeus,0.554,0.562,1.3045,1.3107,,dcd9b482-3360-402d-b6af-b0d38210a17e
Pipistrellus pygmaeus,0.504,0.511,1.3845,1.3917,,620bcadd-ba43-4935-8a07-b1adc7bd1259
Pipistrellus pygmaeus,0.535,0.541,1.4595,1.466,,1c7e5cd2-c4bf-48b9-bdf3-8bcabe9eb24a
Pipistrellus pygmaeus,0.534,0.557,1.6185,1.6264,,47c69c56-1935-401a-9bec-bd3352d50f06
Pipistrellus pygmaeus,0.61,0.624,1.7705,1.7786,,3fa0f9c9-ae08-45ef-bdb7-cb65ca8a5cd7
Pipistrellus pygmaeus,0.599,0.602,1.8495,1.8568,,97714e6b-723f-43f8-8f27-c0ed989a319e
Pipistrellus pygmaeus,0.61,0.618,2.6885,2.6959,,917524f5-abe8-4d4e-bdd3-a31820f7a3ba
Pipistrellus pygmaeus,0.542,0.551,2.8355,2.8425,,6c7aeeb7-b36c-41fe-b1b2-a795fd294bc2
Pipistrellus pygmaeus,0.507,0.577,0.0475,0.0533,,a09b87e2-34c1-4385-b972-0caff009de85
Pipistrellus pygmaeus,0.35,0.637,0.1765,0.1835,,11c6d15b-d906-4d55-9d2b-8c7bce387387
Pipistrellus pygmaeus,0.722,0.73,0.2955,0.301,,99193b8f-d891-449d-970c-70a0179feaf6
